10000
(14876.0,1792.0)
(8337.0,9309.0)
(498.0,24412.0)
(11186.0,18849.0)
(29111.0,15907.0)
(31698.0,12768.0)
(31318.0,13345.0)
(29595.0,20049.0)
(19195.0,14836.0)
(31324.0,18347.0)
(20076.0,10675.0)
(10655.0,13605.0)
(6231.0,10074.0)
(9576.0,29506.0)
(32472.0,20957.0)
(2957.0,30244.0)
(26302.0,19123.0)
(15445.0,12786.0)
(3673.0,10895.0)
(17268.0,12165.0)
(22584.0,29699.0)
(6327.0,16717.0)
(20048.0,4206.0)
(19504.0,27763.0)
(9644.0,16342.0)
(1218.0,24757.0)
(15989.0,1063.0)
(8075.0,4254.0)
(2987.0,12791.0)
(1244.0,15451.0)
(2146.0,26403.0)
(21476.0,11804.0)
(23880.0,23817.0)
(7030.0,6492.0)
(2617.0,20288.0)
(885.0,6982.0)
(18432.0,3716.0)
(11235.0,32242.0)
(13784.0,31674.0)
(12705.0,32615.0)
(25492.0,9640.0)
(28350.0,2471.0)
(17887.0,21511.0)
(8399.0,14031.0)
(27407.0,13463.0)
(19879.0,4347.0)
(25146.0,30214.0)
(7400.0,21652.0)
(22524.0,3779.0)
(13564.0,13960.0)
(17473.0,18597.0)
(22744.0,25106.0)
(7906.0,2163.0)
(20366.0,6148.0)
(26085.0,16157.0)
(10907.0,25667.0)
(3297.0,16925.0)
(10420.0,30457.0)
(28056.0,16826.0)
(14308.0,32456.0)
(4324.0,8291.0)
(23381.0,25010.0)
(9366.0,2538.0)
(347.0,337.0)
(31703.0,31503.0)
(8943.0,10359.0)
(11027.0,30345.0)
(18822.0,10278.0)
(29553.0,11759.0)
(22881.0,3553.0)
(17860.0,20575.0)
(19192.0,26238.0)
(25420.0,19269.0)
(20151.0,733.0)
(14729.0,26679.0)
(10353.0,10106.0)
(29607.0,27211.0)
(29767.0,32624.0)
(9765.0,24900.0)
(30099.0,10854.0)
(15366.0,18477.0)
(14779.0,20828.0)
(11859.0,28858.0)
(25558.0,12570.0)
(10629.0,24030.0)
(16777.0,7868.0)
(31910.0,4374.0)
(22030.0,18308.0)
(26228.0,31673.0)
(27964.0,32433.0)
(10268.0,1283.0)
(3817.0,6522.0)
(15749.0,26548.0)
(30659.0,13151.0)
(15238.0,7184.0)
(25746.0,21386.0)
(18591.0,19069.0)
(5221.0,1694.0)
(7111.0,10744.0)
(23726.0,21153.0)
(31949.0,5078.0)
(31369.0,21300.0)
(5060.0,14451.0)
(14203.0,32683.0)
(26893.0,29410.0)
(27192.0,1596.0)
(20899.0,21897.0)
(21447.0,16080.0)
(26104.0,9341.0)
(11883.0,13257.0)
(1566.0,12343.0)
(32107.0,32415.0)
(5314.0,30436.0)
(6297.0,4874.0)
(116.0,28497.0)
(24508.0,16443.0)
(26264.0,10287.0)
(20547.0,1159.0)
(29502.0,6825.0)
(22908.0,26173.0)
(22237.0,517.0)
(20388.0,18173.0)
(7446.0,20257.0)
(3777.0,21521.0)
(21993.0,24273.0)
(61.0,19495.0)
(11165.0,28273.0)
(20320.0,13482.0)
(12738.0,16517.0)
(1204.0,24887.0)
(2290.0,29533.0)
(4640.0,9820.0)
(5267.0,30332.0)
(26030.0,11094.0)
(15651.0,32692.0)
(7992.0,14796.0)
(16769.0,1655.0)
(1099.0,24143.0)
(20481.0,2242.0)
(11464.0,32624.0)
(10298.0,11747.0)
(18927.0,10601.0)
(20473.0,32735.0)
(9956.0,22094.0)
(9779.0,1373.0)
(15214.0,25220.0)
(23995.0,21081.0)
(23337.0,541.0)
(31606.0,4775.0)
(5795.0,19352.0)
(5612.0,14871.0)
(30304.0,9754.0)
(11158.0,1671.0)
(13221.0,11485.0)
(24880.0,9392.0)
(13204.0,25338.0)
(12035.0,30979.0)
(27395.0,12447.0)
(14928.0,30008.0)
(16944.0,31331.0)
(1897.0,1064.0)
(28105.0,20502.0)
(4379.0,11194.0)
(24822.0,27553.0)
(12817.0,5791.0)
(24333.0,22265.0)
(12830.0,23060.0)
(3309.0,12572.0)
(19463.0,25996.0)
(26455.0,15221.0)
(15567.0,22698.0)
(8190.0,32542.0)
(8630.0,27793.0)
(18363.0,23385.0)
(16771.0,10712.0)
(21723.0,5387.0)
(10934.0,19987.0)
(20398.0,17993.0)
(1305.0,16011.0)
(18898.0,1994.0)
(24914.0,31728.0)
(23066.0,25748.0)
(20731.0,15273.0)
(31758.0,13486.0)
(3265.0,27800.0)
(5263.0,26417.0)
(25654.0,11470.0)
(16978.0,7752.0)
(15359.0,6716.0)
(26216.0,14164.0)
(32145.0,25303.0)
(14368.0,22319.0)
(26458.0,30910.0)
(4768.0,1688.0)
(26752.0,25045.0)
(30958.0,25797.0)
(395.0,23974.0)
(30488.0,29293.0)
(27138.0,18797.0)
(20652.0,836.0)
(28997.0,6940.0)
(19301.0,23776.0)
(7110.0,25666.0)
(13238.0,11075.0)
(29107.0,15769.0)
(8009.0,31336.0)
(32616.0,7931.0)
(31421.0,7810.0)
(6345.0,16776.0)
(1978.0,26670.0)
(12794.0,12978.0)
