100000
(2116.66288439,6375.55620593)
(-14278.4508321,3477.51333419)
(-15682.9900829,-41371.1191484)
(30602.441897,42734.5974385)
(-50112.5440868,-64293.1466113)
(44983.9950908,9158.98435442)
(-34301.1756148,-35994.7396776)
(15219.357932,20306.1691247)
(-25772.1335005,39556.3205018)
(-14801.0388437,-29689.2244596)
(17275.0135158,-13484.0644837)
(-49827.4291882,-33210.2365083)
(-2801.93539823,-61464.8047769)
(-44872.2963988,-39465.3474009)
(-25820.6325159,33012.8622245)
(-8781.54339553,12519.2234828)
(-11131.0885722,-49844.0048695)
(29944.5678192,43370.8651819)
(-41626.1172855,59445.4493159)
(-62037.1880098,-8415.5341035)
(20126.5307012,47054.0233117)
(53455.2737096,40048.6827506)
(-5377.33758821,38322.5050025)
(30726.977809,63528.6375419)
(-8421.01882555,-39184.6930596)
(-11023.1488848,34057.3050608)
(-20202.2187703,6112.5402736)
(17726.871582,7421.88528244)
(-49482.3974732,-26989.6346569)
(-11105.4078437,37370.5813557)
(55262.3600581,1518.85877606)
(-44797.612662,16122.9222792)
(-19856.4138864,-24271.6885789)
(33608.7786992,57442.9576697)
(50311.1843875,28876.5873049)
(55502.2214866,30014.0167)
(65210.530238,-45054.9702173)
(22772.7824246,-48392.8243561)
(58386.1696743,-44863.156554)
(33844.8267219,7515.0951045)
(-59659.4123051,53209.2617584)
(-43108.8451418,-46073.242351)
(-61764.2951773,-40785.8824889)
(22212.2319238,-48158.9628392)
(-5343.50412127,11647.984761)
(-47992.5840587,38305.3595758)
(-32672.9193832,-51877.5431786)
(34919.1136149,54182.2546195)
(49339.8115281,-15694.5931074)
(-53234.7806891,-23081.6390904)
(-48453.8870442,13073.5001764)
(-34222.9790963,53234.9930264)
(56668.6899507,-56961.1519989)
(27150.45875,40921.7209906)
(-54787.4244655,13945.4746317)
(-31665.3924303,-15279.2722878)
(55889.7479984,30175.3603277)
(54709.9886766,11395.0674328)
(-22698.0135237,31537.1469594)
(22421.0835654,36804.7308834)
(-50133.8245708,-54908.3383433)
(-56810.9801349,2056.02122074)
(9077.09275452,18469.3240984)
(7169.91296071,-39504.5010202)
(54644.4615387,54395.0676897)
(64538.214941,-32198.7688586)
(-36648.1566455,10807.943432)
(-35958.7046865,-55675.3710547)
(-4403.24880445,17780.6406254)
(40277.356392,26376.9137274)
(-3005.20952896,41679.8994989)
(-31674.6775482,-21490.9907022)
(30895.1898261,-50079.3954108)
(31611.6305659,-64897.9114907)
(-811.404055903,32221.7281888)
(-54884.6158319,-49370.1731302)
(-22494.485964,48959.9038886)
(35807.4071173,-64536.7592687)
(-18860.2619295,56208.9168506)
(-49002.1621085,37791.1907475)
(62161.5640776,-628.752829961)
(20613.9913297,-19600.779135)
(46086.6738528,-49120.3853348)
(-63779.6735223,37667.7991224)
(-52350.8299779,-29596.0165868)
(34965.3099378,-33023.1030874)
(-43517.2011359,35276.9365843)
(-57837.9648859,-32224.8599834)
(-61275.1702724,-52103.7789732)
(28222.9562997,-10613.0849968)
(-47398.933226,-18878.288362)
(60346.8112744,-21989.6769382)
(-31001.4446086,-11483.5200552)
(64993.907164,45380.9821978)
(64169.0058699,10784.317283)
(-47251.4215044,36150.0767757)
(-11503.3095572,13477.4924471)
(42294.6426915,-60203.6258041)
(52650.3626982,62039.7642626)
(26721.2134797,-29810.3698663)
(16447.040634,6861.92071755)
(27633.5064446,-57354.8014156)
(25243.6573901,51302.2729334)
(-8731.67612844,-35844.7925663)
(-21657.0888109,48335.8359478)
(-3366.86262434,-41961.9060128)
(-33203.2217856,-3364.33178409)
(-65105.7926408,35323.3066418)
(44419.246564,-43055.9999668)
(40662.1164687,9519.60839181)
(-28262.8718179,40212.8416372)
(52657.9472664,48075.8307573)
(-16589.2631941,42654.7599389)
(19438.2415228,11547.7985922)
(11581.128867,29167.0824026)
(17313.6522311,28798.3160074)
(-62068.1484666,21213.7737618)
(41489.783744,30460.2895033)
(34531.8505208,-21465.8011084)
(61675.1580625,-5845.53749454)
(30637.8865517,12761.5569919)
(11219.5294695,56815.1403097)
(-26380.7058367,-16249.6215008)
(29354.6710106,-1205.86621928)
(29644.4117768,-45530.9894174)
(-64914.6713631,-33902.9038854)
(-34662.8254573,-51323.1775379)
(31721.9048923,-9848.15880728)
(-49403.2445306,-31572.5518602)
(24225.8587519,22824.5296444)
(-11144.4795527,29748.8782652)
(-45281.0241003,-3893.04132445)
(-44299.7110165,-25430.5046981)
(32786.6232562,-48715.848518)
(53083.7048722,-10449.6928234)
(-31150.0799715,38743.3514347)
(43833.5089649,20528.7175912)
(-28464.4637144,-26807.3216495)
(41299.9651748,6638.60538795)
(11591.946859,10267.2137637)
(49417.1682475,17368.3579469)
(9718.12020629,-47603.1925829)
(18750.8655934,-62750.1935327)
(19210.680565,-53951.7746831)
(-1568.52429097,-49144.7990179)
(12744.6396205,-22208.6260946)
(-65179.1330034,-47423.454424)
(-36733.4151931,9369.25519553)
(-30986.5489496,24026.862192)
(9754.84749476,-14072.3982324)
(48426.7543195,-1212.02011336)
(31013.2033084,-57430.68071)
(-47454.0346596,48331.756793)
(60176.9582571,19663.1425139)
(-42904.0237253,-26123.7057813)
(33097.065003,-63265.9673686)
(-7366.15799859,33244.3087635)
(41605.8845002,-21300.2622643)
(-19557.3936438,-1234.14693377)
(154.165121014,48638.6551111)
(28239.7253274,-7434.50544911)
(-12621.3775723,-1450.58388484)
(-16957.7166962,47690.968414)
(-8649.44490475,30733.949032)
(16493.6767496,-14268.533476)
(-50054.3656755,-45957.1119799)
(4337.25694871,39683.2123821)
(-23693.824937,-18987.3645211)
(39978.6663407,-7543.78900484)
(12875.9230113,7402.17629249)
(42564.1672551,-11645.1438179)
(-24584.0515117,-38525.4776395)
(-1647.60647912,-61968.5903951)
(-47588.6790779,59138.9687852)
(19500.1319198,12623.5695633)
(33896.0025494,14308.7818585)
(-20835.5505554,-30164.4482488)
(38299.8964635,-52682.9425063)
(39830.66795,-59656.4345765)
(-26206.5843013,-29638.0850744)
(-46821.9357421,41807.0141005)
(15873.647179,11416.5632701)
(30301.5590386,46093.9637168)
(28406.6096438,45401.249922)
(-47090.7608159,498.121573975)
(-26188.4383813,26053.6808343)
(-52008.7541257,14031.9580088)
(-39951.7179613,45776.9302082)
(-1615.22572418,3715.49645368)
(-52975.1332485,43660.2930022)
